	enfant	age	type	seconde_debut	seconde_fin	contenu
4324	LEONARD	1_11_15	sit			Elle vient tourner la page. L repousse sa main.
4325	LEONARD	1_11_15	CHI	565.8430000000001	568.3	non .
4326	LEONARD	1_11_15	mod			nɔ̃
4327	LEONARD	1_11_15	pho			nɔ̃
4328	LEONARD	1_11_15	-div-			
4329	LEONARD	1_11_15	MOT	568.3	569.927	non ?
4330	LEONARD	1_11_15	MOT	569.927	573.2230000000001	Florence est+ce que tu veux un # thé ?
4331	LEONARD	1_11_15	FLO	573.2230000000001	574.46	ouais .
4332	LEONARD	1_11_15	FLO	574.36	578.7719999999999	tout+le+monde prendra un thé ?
4333	LEONARD	1_11_15	MOT	578.7719999999999	581.453	moi j'prendrai bien un thé mais Dante je lui a dit d'en faire il a pas voulu .
4334	LEONARD	1_11_15	MOT	581.453	582.613	il a fait comme s'il avait pas entendu .
4335	LEONARD	1_11_15	sit			Elle essaie de donner de la purée à L qui la repousse. Il montre une photo.
4336	LEONARD	1_11_15	MOT	582.613	583.9169999999999	tu veux encore de la purée ?
4337	LEONARD	1_11_15	CHI	583.9169999999999	585.013	qui c'est ?
4338	LEONARD	1_11_15	mod			ki sɛ
4339	LEONARD	1_11_15	pho			da se
4340	LEONARD	1_11_15	MOT	585.013	585.8530000000001	qui c'est ?
4341	LEONARD	1_11_15	MOT	585.8530000000001	587.097	c'est Pierre Vate .
4342	LEONARD	1_11_15	FAT	587.097	588.643	xxx .
4343	LEONARD	1_11_15	MOT	588.643	590.568	mais Dante moi j'ai faim alors du coup j'ai envie de boire quelque+chose .
4344	LEONARD	1_11_15	FAT	590.568	592.488	bon d'accord .
4345	LEONARD	1_11_15	MOT	592.488	595.812	tu comprends parce+que le temps que je fasse manger Léonard je ne peux pas faire à manger .
4346	LEONARD	1_11_15	sit			L montre une photo.
4347	LEONARD	1_11_15	CHI	595.812	599.9069999999999	ça c'est ?
4348	LEONARD	1_11_15	mod			sa sɛ
4349	LEONARD	1_11_15	pho			sa se
4350	LEONARD	1_11_15	MOT	599.9069999999999	604.703	c'est Pierre Vate qui ouvre un cadeau parce+que c'est noël .
4351	LEONARD	1_11_15	tim			10:00
4352	LEONARD	1_11_15	CHI	604.703	607.262	quoi c'est ?
4353	LEONARD	1_11_15	mod			kwa sɛ
4354	LEONARD	1_11_15	pho			ka se
4355	LEONARD	1_11_15	MOT	607.262	608.37	c'est Pierre Vate j'te dis .
4356	LEONARD	1_11_15	MOT	608.37	609.492	combien de fois tu veux que je te le dise ?
4357	LEONARD	1_11_15	MOT	609.492	612.0269999999999	Pierre Vate .
4358	LEONARD	1_11_15	CHI	612.0269999999999	613.623	Pierre Vate .
4359	LEONARD	1_11_15	mod			pjɛʀ vat
4360	LEONARD	1_11_15	pho			pɛː vat
4361	LEONARD	1_11_15	MOT	613.623	614.0369999999999	c'est le même .
4362	LEONARD	1_11_15	sit			Elle montre deux photos.
4363	LEONARD	1_11_15	MOT	614.0369999999999	617.615	c'est le même lui et lui .
4364	LEONARD	1_11_15	MOT	617.615	622.9169999999999	oui # tu comprends ?
4365	LEONARD	1_11_15	CHI	622.9169999999999	625.76	fini .
4366	LEONARD	1_11_15	mod			fini
4367	LEONARD	1_11_15	sit			Il tourne la page. Il montre une photo.
4368	LEONARD	1_11_15	pho			fini
4369	LEONARD	1_11_15	CHI	625.76	627.7819999999999	oh .
4370	LEONARD	1_11_15	mod			ɔ
4371	LEONARD	1_11_15	pho			ɔː
4372	LEONARD	1_11_15	MOT	627.7819999999999	629.073	qui c'est ça ?
4373	LEONARD	1_11_15	CHI	629.073	631.33	i@fs Thomas .
4374	LEONARD	1_11_15	mod			… tɔma
4375	LEONARD	1_11_15	pho			i pɔmal
4376	LEONARD	1_11_15	MOT	631.33	632.045	oui c'est Thomas .
4377	LEONARD	1_11_15	CHI	632.045	633.653	papa .
4378	LEONARD	1_11_15	mod			papa
4379	LEONARD	1_11_15	sit			M s'adresse à Flo qui s'est levée.
4380	LEONARD	1_11_15	pho			papa
4381	LEONARD	1_11_15	MOT	633.653	634.673	ah bon tu fais que passer ?
4382	LEONARD	1_11_15	CHI	634.673	638.31	papa .
4383	LEONARD	1_11_15	mod			papa
4384	LEONARD	1_11_15	sit			Il rit.
4385	LEONARD	1_11_15	pho			baba
4386	LEONARD	1_11_15	CHI	638.31	639.867	papa .
4387	LEONARD	1_11_15	mod			papa
4388	LEONARD	1_11_15	pho			baba
4389	LEONARD	1_11_15	CHI	639.867	641.643	papa .
4390	LEONARD	1_11_15	mod			papa
4391	LEONARD	1_11_15	pho			papa
4392	LEONARD	1_11_15	CHI	641.643	643.193	papa .
4393	LEONARD	1_11_15	mod			papa
4394	LEONARD	1_11_15	pho			papa
4395	LEONARD	1_11_15	FLO	643.193	644.73	xxx .
4396	LEONARD	1_11_15	CHI	644.73	645.425	papa .
4397	LEONARD	1_11_15	mod			papa
4398	LEONARD	1_11_15	pho			papa
4399	LEONARD	1_11_15	CHI	645.425	647.56	a@fs papa .
4400	LEONARD	1_11_15	mod			… papa
4401	LEONARD	1_11_15	pho			a papa
4402	LEONARD	1_11_15	CHI	647.56	648.578	papa .
4403	LEONARD	1_11_15	mod			papa
4404	LEONARD	1_11_15	pho			papa
4405	LEONARD	1_11_15	+div+	648.578	655.815	BG
4406	LEONARD	1_11_15	CHI	648.578	651.137	e@fs papa i@fs fait ça .
4407	LEONARD	1_11_15	mod			… papa … fɛ sa
4408	LEONARD	1_11_15	pho			e papa i vi za
4409	LEONARD	1_11_15	MOT	651.423	654.373	oui c'est papa qu' est dans le bulldozer .
4410	LEONARD	1_11_15	CHI	654.373	655.815	vroum@o vroum@o vroum@o .
4411	LEONARD	1_11_15	mod			vʀum vʀum vʀum
4412	LEONARD	1_11_15	sit			Flo et M parlent ensemble. L montre une autre photo.
4413	LEONARD	1_11_15	pho			vʁum vʁum vʁum
4414	LEONARD	1_11_15	-div-			
4415	LEONARD	1_11_15	CHI	655.815	684.633	hop voiture .
4416	LEONARD	1_11_15	mod			o vwatyʀ
4417	LEONARD	1_11_15	pho			ɔp watyʁ
4418	LEONARD	1_11_15	MOT	684.633	686.175	ouais c'est la voiture avec qui dedans ?
4419	LEONARD	1_11_15	CHI	686.175	687.867	qui .
4420	LEONARD	1_11_15	mod			ki
4421	LEONARD	1_11_15	pho			ki
4422	LEONARD	1_11_15	MOT	687.867	689.472	c'est qui dans # dans la voiture ?
4423	LEONARD	1_11_15	CHI	689.472	690.885	voiture .
4424	LEONARD	1_11_15	mod			vwatyʀ
4425	LEONARD	1_11_15	pho			pwatyʁ
4426	LEONARD	1_11_15	CHI	690.885	692.775	papa .
4427	LEONARD	1_11_15	mod			papa
4428	LEONARD	1_11_15	pho			papa
4429	LEONARD	1_11_15	MOT	692.775	693.562	mais oui !
4430	LEONARD	1_11_15	tim			11:00
4431	LEONARD	1_11_15	sit			Elle parle à Flo. L regarde la photo et montre son père.
4432	LEONARD	1_11_15	MOT	693.562	695.54	c'était la voiture de papa elle était orange +...
4433	LEONARD	1_11_15	MOT	695.54	697.78	à cette époque .
4434	LEONARD	1_11_15	CHI	697.78	706.587	e@fs papa .
4435	LEONARD	1_11_15	mod			… papa
4436	LEONARD	1_11_15	pho			e papa
4437	LEONARD	1_11_15	CHI	706.587	708.02	papa .
4438	LEONARD	1_11_15	mod			papa
4439	LEONARD	1_11_15	pho			papa
4440	LEONARD	1_11_15	FAT	708.02	709.378	oui mon enfant .
4441	LEONARD	1_11_15	sit			P. caresse L. L tourne la page.
4442	LEONARD	1_11_15	FAT	709.378	711.578	c'est moi dans la voiture .
4443	LEONARD	1_11_15	FAT	711.578	714.35	c'était ma première voiture ça .
4444	LEONARD	1_11_15	CHI	714.35	725.7330000000001	yyy .
4445	LEONARD	1_11_15	mod			…
4446	LEONARD	1_11_15	sit			Il gonfle ses joues.
4447	LEONARD	1_11_15	pho			owe
4448	LEONARD	1_11_15	CHI	725.7330000000001	729.153	celui+là # maman .
4449	LEONARD	1_11_15	mod			səlɥila mamɑ̃
4450	LEONARD	1_11_15	tim			12:00
4451	LEONARD	1_11_15	sit			L continue de grimacer. M parle à Flo puis essaie de donner une cuillerée de purée à L.
4452	LEONARD	1_11_15	pho			ɥila mamɑ̃
4453	LEONARD	1_11_15	CHI	729.957	740.345	yyy .
4454	LEONARD	1_11_15	mod			…
4455	LEONARD	1_11_15	sit			Il fait un geste de refus de la main. M. continue de parler à Flo. L montre une photo.
4456	LEONARD	1_11_15	pho			lɔlɔ
4457	LEONARD	1_11_15	CHI	740.345	742.082	non non .
4458	LEONARD	1_11_15	mod			nɔ̃ nɔ̃
4459	LEONARD	1_11_15	pho			nɔ̃ nɔ̃
4460	LEONARD	1_11_15	CHI	742.082	744.505	puis ça .
4461	LEONARD	1_11_15	mod			pɥi sa
4462	LEONARD	1_11_15	int			puis/3/
4463	LEONARD	1_11_15	pho			pi sa
4464	LEONARD	1_11_15	+div+	744.505	750.967	BG
4465	LEONARD	1_11_15	CHI	744.505	746.418	maman maman .
4466	LEONARD	1_11_15	mod			mamɑ̃ mamɑ̃
4467	LEONARD	1_11_15	pho			mamɑ̃ mamɑ̃
4468	LEONARD	1_11_15	MOT	746.418	746.725	quoi ?
4469	LEONARD	1_11_15	sit			Il gonfle ses joues en montrant la photo.
4470	LEONARD	1_11_15	CHI	746.725	749.627	elle fait ça .
4471	LEONARD	1_11_15	mod			ɛl fɛ sa
4472	LEONARD	1_11_15	pho			e fe sa
4473	LEONARD	1_11_15	MOT	749.627	750.967	ah oui elle fait ça maman .
4474	LEONARD	1_11_15	sit			Elle gonfle ses joues. L gonfle ses joues et fait claquer ses doigts. Il souffle.
4475	LEONARD	1_11_15	-div-			
4476	LEONARD	1_11_15	MOT	750.967	758.945	non non non .
4477	LEONARD	1_11_15	MOT	758.945	759.717	crado crado .
4478	LEONARD	1_11_15	sit			Flo imite L.
4479	LEONARD	1_11_15	MOT	759.717	762.832	Florence s'il te plaît !
4480	LEONARD	1_11_15	FLO	762.832	765.26	bon j'm'en vais .
4481	LEONARD	1_11_15	MOT	765.26	771.742	encore de la purée .
4482	LEONARD	1_11_15	sit			L montre une autre photo.
4483	LEONARD	1_11_15	CHI	771.742	774.552	bouteille coca .
4484	LEONARD	1_11_15	mod			butɛj kɔka
4485	LEONARD	1_11_15	pho			vɛ koka
4486	LEONARD	1_11_15	CHI	774.552	775.915	bouteille coca .
4487	LEONARD	1_11_15	mod			butɛj kɔka
4488	LEONARD	1_11_15	pho			vɛ koka
4489	LEONARD	1_11_15	MOT	775.915	776.997	ouais ouais c'est une bouteille de coca .
4490	LEONARD	1_11_15	CHI	776.997	779.253	bouteille coca le@fs papa .
4491	LEONARD	1_11_15	mod			butɛj kɔka … papa
4492	LEONARD	1_11_15	sit			Il repousse la cuillère de purée qu'essaie de lui donner sa mère.
4493	LEONARD	1_11_15	pho			butɛj koka le papa
4494	LEONARD	1_11_15	MOT	779.253	779.677	t'en veux plus ?
4495	LEONARD	1_11_15	tim			13:00
4496	LEONARD	1_11_15	MOT	779.677	780.047	tu veux du jambon ?
4497	LEONARD	1_11_15	CHI	780.047	781.628	papa le@fs bouteille .
4498	LEONARD	1_11_15	mod			papa … butɛj
4499	LEONARD	1_11_15	pho			papa le butɛj
4500	LEONARD	1_11_15	MOT	781.628	783.908	papa i tient une bouteille .
4501	LEONARD	1_11_15	sit			L secoue la tête.
4502	LEONARD	1_11_15	MOT	783.908	785.5219999999999	est+ce que tu veux un petit rouleau de jambon Léonard ?
4503	LEONARD	1_11_15	CHI	785.5219999999999	786.0319999999999	non .
4504	LEONARD	1_11_15	mod			nɔ̃
4505	LEONARD	1_11_15	pho			nɔ̃
4506	LEONARD	1_11_15	CHI	786.0319999999999	787.638	madame .
4507	LEONARD	1_11_15	mod			madam
4508	LEONARD	1_11_15	pho			mala
4509	LEONARD	1_11_15	CHI	787.638	789.062	madame Cordier .
4510	LEONARD	1_11_15	mod			madam kɔʀdje
4511	LEONARD	1_11_15	pho			mala kɔje
4512	LEONARD	1_11_15	MOT	789.062	790.5169999999999	même de+la+part+de mademoiselle Cordier ?
4513	LEONARD	1_11_15	CHI	790.5169999999999	791.76	a@fs balle .
4514	LEONARD	1_11_15	mod			… bal
4515	LEONARD	1_11_15	sit			Il la montre.
4516	LEONARD	1_11_15	pho			a bala
4517	LEONARD	1_11_15	CHI	791.76	792.812	yyy .
4518	LEONARD	1_11_15	mod			…
4519	LEONARD	1_11_15	pho			foʁɑ̃s
4520	LEONARD	1_11_15	MOT	792.812	793.775	ouais .
4521	LEONARD	1_11_15	CHI	793.775	795.4780000000001	madame Cordier .
4522	LEONARD	1_11_15	mod			madam kɔʀdje
4523	LEONARD	1_11_15	pho			mebala kɔde
4524	LEONARD	1_11_15	MOT	795.4780000000001	797.637	il veut te parler de madame Cordier .
4525	LEONARD	1_11_15	MOT	797.637	799.9069999999999	te dire un ou deux mots sur son amie madame Cordier .
4526	LEONARD	1_11_15	MOT	799.9069999999999	802.285	la bouchère charcutière de Villeneuve sur Yonne .
4527	LEONARD	1_11_15	+div+	802.285	849.5369999999999	BG
4528	LEONARD	1_11_15	FLO	802.285	803.6419999999999	parle+moi de mademoiselle Cordier .
4529	LEONARD	1_11_15	CHI	803.6419999999999	804.783	clown Cordier .
4530	LEONARD	1_11_15	mod			klun kɔʀdje
4531	LEONARD	1_11_15	pho			zuene kɔde
4532	LEONARD	1_11_15	CHI	804.783	806.65	clown i@fs Cordier .
4533	LEONARD	1_11_15	mod			klun … kɔʀdje
4534	LEONARD	1_11_15	pho			klun i kɔde
4535	LEONARD	1_11_15	FLO	806.65	808.54	elle fait le clown mademoiselle Cordier ?
4536	LEONARD	1_11_15	MOT	808.54	809.78	non y a un clown dans sa boutique .
4537	LEONARD	1_11_15	FLO	809.78	811.452	y a un clown chez mademoiselle Cordier .
4538	LEONARD	1_11_15	FLO	811.452	812.1080000000001	y a un clown .
4539	LEONARD	1_11_15	MOT	812.1080000000001	815.257	avec marqué pâtes fraîches et y a un clown .
4540	LEONARD	1_11_15	CHI	815.257	819.425	un clown .
4541	LEONARD	1_11_15	mod			ɛ̃ klun
4542	LEONARD	1_11_15	pho			e klun
4543	LEONARD	1_11_15	MOT	819.425	822.007	et ce détail n' a pas échappé à Léonard .
4544	LEONARD	1_11_15	CHI	822.007	822.83	a@fs clown i fait ça .
4545	LEONARD	1_11_15	mod			… klun i fɛ sa
4546	LEONARD	1_11_15	pho			a klun i fe sa
4547	LEONARD	1_11_15	MOT	822.83	824.067	qu' est+ce qu' il fait le clown montre .
4548	LEONARD	1_11_15	sit			L écarte les bras, il écarquille les yeux, ouvre les doigts et ouvre la bouche.
4549	LEONARD	1_11_15	CHI	824.067	826.703	a@fs clown fait ça .
4550	LEONARD	1_11_15	mod			… klun fɛ sa
4551	LEONARD	1_11_15	pho			a klun fe sa
4552	LEONARD	1_11_15	MOT	826.703	828.023	i fait ça .
4553	LEONARD	1_11_15	sit			L répond en gémissant.
4554	LEONARD	1_11_15	MOT	828.023	829.56	et Léonard qu' est+ce qu' il fait ?
4555	LEONARD	1_11_15	CHI	829.56	832.433	peur le clown .
4556	LEONARD	1_11_15	mod			pœʀ lə klun
4557	LEONARD	1_11_15	com			POV:1pers
4558	LEONARD	1_11_15	pho			pœ lə klun
4559	LEONARD	1_11_15	CHI	832.433	834.8580000000001	e@fs puis pum lə@fs clown .
4560	LEONARD	1_11_15	mod			… pɥi pum … klun
4561	LEONARD	1_11_15	pho			e pi pun lə klun
4562	LEONARD	1_11_15	MOT	834.8580000000001	836.2330000000001	y avait un clown dans le ping+pong ?
4563	LEONARD	1_11_15	sit			Il mime le jeu de ping-pong.
4564	LEONARD	1_11_15	tim			14:00
4565	LEONARD	1_11_15	CHI	836.295	838.97	yyy .
4566	LEONARD	1_11_15	mod			…
4567	LEONARD	1_11_15	pho			a
4568	LEONARD	1_11_15	MOT	838.97	841.592	ah ça tu joues au ping+pong .
4569	LEONARD	1_11_15	MOT	841.592	843.715	dis+donc .
4570	LEONARD	1_11_15	MOT	843.715	845.127	quelle feinte t'as vu .
4571	LEONARD	1_11_15	MOT	845.127	846.982	il masque son coup derrière son dos .
4572	LEONARD	1_11_15	MOT	846.982	847.9830000000001	et tchac .
4573	LEONARD	1_11_15	CHI	847.9830000000001	849.5369999999999	tchac .
4574	LEONARD	1_11_15	mod			tʃak
4575	LEONARD	1_11_15	sit			on entend un grand bruit de bouillonnement.
4576	LEONARD	1_11_15	pho			tʃak
4577	LEONARD	1_11_15	-div-			
4578	LEONARD	1_11_15	OBS	849.5369999999999	850.558	c'est quoi ce boucan là ?
4579	LEONARD	1_11_15	MOT	850.558	853.42	c'est le boucan de la bouilloire .
4580	LEONARD	1_11_15	OBS	853.42	857.847	j'croyais que c'était la cheminée .
4581	LEONARD	1_11_15	sit			L se met à crier parce que'on ne l'écoute pas.
4582	LEONARD	1_11_15	MOT	857.847	862.5980000000001	quoi ?
4583	LEONARD	1_11_15	CHI	862.5980000000001	865.9019999999999	a@fs clown yy clown yy e@fs clown .
4584	LEONARD	1_11_15	mod			… klun … klun … … klun
4585	LEONARD	1_11_15	pho			a klun me klun mɔʃ e klun
4586	LEONARD	1_11_15	MOT	865.9019999999999	867.1419999999999	attends .
4587	LEONARD	1_11_15	+div+	867.1419999999999	932.913	BG
4588	LEONARD	1_11_15	MOT	867.1419999999999	869.48	alors clown et quoi après ?
4589	LEONARD	1_11_15	CHI	869.48	871.613	yy ai peur du clown .
4590	LEONARD	1_11_15	mod			… ɛ pœʀ dy klun
4591	LEONARD	1_11_15	com			POV:1pers
4592	LEONARD	1_11_15	pho			me e pœ dy klun
4593	LEONARD	1_11_15	MOT	871.613	872.325	t'as peur du clown ?
4594	LEONARD	1_11_15	CHI	872.325	873.81	ai peur du clown .
4595	LEONARD	1_11_15	mod			ɛ pœʀ dy klun
4596	LEONARD	1_11_15	sit			Il recommence à mimer le ping-pong ou à jouer à taper le clown.
4597	LEONARD	1_11_15	com			POV:1pers
4598	LEONARD	1_11_15	pho			e pœ dy klun
4599	LEONARD	1_11_15	MOT	873.81	879.947	tu joues au ping+pong là .
4600	LEONARD	1_11_15	CHI	879.947	886.163	Aldo xx Aldo yy .
4601	LEONARD	1_11_15	mod			aldo … aldo …
4602	LEONARD	1_11_15	pho			ado XX ado ipi
4603	LEONARD	1_11_15	MOT	886.163	887.107	avec pépé Aldo .
4604	LEONARD	1_11_15	CHI	887.107	890.12	pépé Aldo ping+pong .
4605	LEONARD	1_11_15	mod			pepe aldo pɛ̃gpɔ̃
4606	LEONARD	1_11_15	pho			pepe aldo pinpɔm
4607	LEONARD	1_11_15	MOT	890.12	891.0319999999999	ouais .
4608	LEONARD	1_11_15	sit			L continue à mimer.
4609	LEONARD	1_11_15	MOT	891.0319999999999	894.92	ouaaah@o !
4610	LEONARD	1_11_15	sit			Il joue des deux bras. Il chantonne.
4611	LEONARD	1_11_15	tim			15:00
4612	LEONARD	1_11_15	MOT	894.92	897.122	t'es fort au ping+pong !
4613	LEONARD	1_11_15	CHI	897.122	912.6619999999999	yyy .
4614	LEONARD	1_11_15	mod			…
4615	LEONARD	1_11_15	pho			ujujujuju
4616	LEONARD	1_11_15	MOT	912.6619999999999	916.0269999999999	et à la crèche t'as chanté ?
4617	LEONARD	1_11_15	CHI	916.0269999999999	918.623	a@fs crêche chanté .
4618	LEONARD	1_11_15	mod			… kʀɛʃ ʃɑ̃te
4619	LEONARD	1_11_15	com			POV:1pers
4620	LEONARD	1_11_15	pho			a kɛʃe ɑ̃te
4621	LEONARD	1_11_15	MOT	918.623	919.702	qu' est+ce que t'as chanté ?
4622	LEONARD	1_11_15	CHI	919.702	922.48	pas dodo .
4623	LEONARD	1_11_15	mod			pa dɔdo
4624	LEONARD	1_11_15	pho			pa dodo
4625	LEONARD	1_11_15	com			POV:1pers
4626	LEONARD	1_11_15	CHI	922.48	924.837	a@fs crêche e@fs dodo .
4627	LEONARD	1_11_15	mod			… kʀɛʃ … dɔdo
4628	LEONARD	1_11_15	pho			a kɛʃ e dodo
4629	LEONARD	1_11_15	MOT	925.155	926.678	tu m'la chantes .
4630	LEONARD	1_11_15	CHI	926.5880000000001	930.19	a@fs dodo la crêche .
4631	LEONARD	1_11_15	mod			… dɔdo la kʀɛʃ
4632	LEONARD	1_11_15	com			POV:1pers
4633	LEONARD	1_11_15	pho			a dodo la kɛʃ
4634	LEONARD	1_11_15	MOT	930.19	930.99	t'as fait dodo à la crèche .
4635	LEONARD	1_11_15	sit			L monte sur les genoux de sa mère. Il chante.
4636	LEONARD	1_11_15	CHI	930.99	932.913	fais dodo Nicolas +...
4637	LEONARD	1_11_15	mod			fɛ dɔdo nikɔla
4638	LEONARD	1_11_15	pho			fe dodo kot
4639	LEONARD	1_11_15	-div-			
4640	LEONARD	1_11_15	MOT	932.913	935.297	Colas mon p(e)tit frère .
4641	LEONARD	1_11_15	CHI	935.297	936.592	Colas .
4642	LEONARD	1_11_15	mod			kɔla
4643	LEONARD	1_11_15	pho			kola
4644	LEONARD	1_11_15	MOT	936.592	937.33	ouais .
4645	LEONARD	1_11_15	CHI	937.33	938.288	Cola .
4646	LEONARD	1_11_15	mod			kɔla
4647	LEONARD	1_11_15	pho			kola
4648	LEONARD	1_11_15	MOT	938.288	939.135	hum .
4649	LEONARD	1_11_15	CHI	939.135	939.9730000000001	Nicolas .
4650	LEONARD	1_11_15	mod			nikɔla
4651	LEONARD	1_11_15	sit			Il essaie de descendre des genoux de sa mère.
4652	LEONARD	1_11_15	pho			ekola
4653	LEONARD	1_11_15	MOT	939.9730000000001	941.497	tu veux le livre de Colin ?
4654	LEONARD	1_11_15	sit			L chantonne.
4655	LEONARD	1_11_15	MOT	941.497	944.827	quelle association majestueuse .
4656	LEONARD	1_11_15	MOT	944.827	948.705	et ça nous permet de prendre une transition formidable sur le livre de Colin .
4657	LEONARD	1_11_15	CHI	948.705	950.7080000000001	où il est Colin ?
4658	LEONARD	1_11_15	mod			u il ɛ kɔlɛ̃
4659	LEONARD	1_11_15	pho			u il e kolɛ̃
4660	LEONARD	1_11_15	MOT	950.7080000000001	951.77	où il est Colin !
4661	LEONARD	1_11_15	tim			16:00
4662	LEONARD	1_11_15	MOT	951.77	952.557	il est ici !
4663	LEONARD	1_11_15	CHI	952.557	954.45	ici .
4664	LEONARD	1_11_15	mod			isi
4665	LEONARD	1_11_15	sit			Le livre est sur le radiateur, il va le prendre.
4666	LEONARD	1_11_15	pho			isi
4667	LEONARD	1_11_15	CHI	954.45	956.735	yyy .
4668	LEONARD	1_11_15	mod			…
4669	LEONARD	1_11_15	pho			lala
4670	LEONARD	1_11_15	CHI	956.735	962.462	xxx .
4671	LEONARD	1_11_15	mod			…
4672	LEONARD	1_11_15	CHI	962.462	966.573	Colin .
4673	LEONARD	1_11_15	mod			kɔlɛ̃
4674	LEONARD	1_11_15	tim			17:00
4675	LEONARD	1_11_15	sit			Il regarde le livre en faisant des bruits de bouche. Flo et M se parlent. L se cache sous la table.
4676	LEONARD	1_11_15	pho			kolɛ̃
4677	LEONARD	1_11_15	CHI	966.7080000000001	968.632	e@fs Colin .
4678	LEONARD	1_11_15	mod			… kɔlɛ̃
4679	LEONARD	1_11_15	pho			e kolɛ̃
4680	LEONARD	1_11_15	CHI	968.632	972.862	Colin Colin Colin Colin .
4681	LEONARD	1_11_15	mod			kɔlɛ̃ kɔlɛ̃ kɔlɛ̃ kɔlɛ̃
4682	LEONARD	1_11_15	pho			kolɛ̃ kolɛ̃ kolɛ̃ kolɛ̃
4683	LEONARD	1_11_15	MOT	972.862	1001.942	bon Léonard on sort de la table .
4684	LEONARD	1_11_15	MOT	1001.942	1012.8480000000001	Léonard .
4685	LEONARD	1_11_15	MOT	1012.8480000000001	1016.0369999999999	où il est Léonard ?
4686	LEONARD	1_11_15	FLO	1016.0369999999999	1019.752	est+ce que t'as besoin que j'aille acheter quelque+chose ?
4687	LEONARD	1_11_15	MOT	1019.752	1021.7769999999999	non y a plein d'bonnes choses à manger .
4688	LEONARD	1_11_15	sit			L s'empare du livre et l'emmène sous la table.
4689	LEONARD	1_11_15	MOT	1021.7769999999999	1023.482	il suffit juste de les faire .
4690	LEONARD	1_11_15	FLO	1023.482	1027.027	tu veux que j'avance quelque+chose .
4691	LEONARD	1_11_15	MOT	1027.027	1028.6580000000001	non parce+que ça met une minute à préparer .
4692	LEONARD	1_11_15	MOT	1028.6580000000001	1030.6019999999999	juste j'ai très envie de prendre un thé .
4693	LEONARD	1_11_15	MOT	1030.6019999999999	1033.01	et après on prépare à manger .
4694	LEONARD	1_11_15	MOT	1033.01	1039.29	tu te rends compte que tout ce+qu' on vit là est enregistré +...
4695	LEONARD	1_11_15	FLO	1039.29	1041.883	c'est pour ça je fais gaffe .
4696	LEONARD	1_11_15	sit			L lit sous la table. Les adultes continuent à se parler. P arrive.
4697	LEONARD	1_11_15	FAT	1041.883	1073.263	Léonard il se planque c'est ça ?
4698	LEONARD	1_11_15	FAT	1073.263	1076.183	Léonard arrêtez les flashs .
4699	LEONARD	1_11_15	FAT	1076.183	1078.677	coucou !
4700	LEONARD	1_11_15	tim			18:00
4701	LEONARD	1_11_15	FAT	1078.677	1080.117	coucou !
4702	LEONARD	1_11_15	FAT	1080.117	1085.655	arrêtez les flashs .
4703	LEONARD	1_11_15	sit			L sort lentement.
4704	LEONARD	1_11_15	FAT	1085.655	1088.042	tu ne veux pas être sous les sunlights mon fils ?
4705	LEONARD	1_11_15	FAT	1088.042	1100.9769999999999	comment ça va Léonard ?
4706	LEONARD	1_11_15	sit			L rampe et joue avec les pieds de son père. Puis il se lève et va regarder par la fenêtre. Il vient se coler contre sa mère qui le caresse. COUPURE de quelques secondes.
4707	LEONARD	1_11_15	MOT	1100.9769999999999	1139.7930000000001	tu touchais les cuillères .
4708	LEONARD	1_11_15	tim			19:00
4709	LEONARD	1_11_15	CHI	1140.103	1142.795	cuillère .
4710	LEONARD	1_11_15	mod			kɥijɛʀ
4711	LEONARD	1_11_15	pho			kujɛʁ
4712	LEONARD	1_11_15	MOT	1142.795	1146.825	et qu' est+ce que tu faisais ?
4713	LEONARD	1_11_15	CHI	1146.825	1148.225	fourchette couteau .
4714	LEONARD	1_11_15	mod			fuʀʃɛt kuto
4715	LEONARD	1_11_15	pho			fuʃɛte kuto
4716	LEONARD	1_11_15	MOT	1148.225	1149.778	les fourchettes et les couteaux .
4717	LEONARD	1_11_15	MOT	1149.778	1153.7169999999999	tu touchais les couteaux aussi ?
4718	LEONARD	1_11_15	CHI	1153.7169999999999	1155.812	aussi .
4719	LEONARD	1_11_15	mod			osi
4720	LEONARD	1_11_15	pho			osi
4721	LEONARD	1_11_15	MOT	1155.812	1156.86	aussi .
4722	LEONARD	1_11_15	MOT	1156.86	1159.478	et tu les rangeais ?
4723	LEONARD	1_11_15	CHI	1159.478	1161.222	rangeais .
4724	LEONARD	1_11_15	mod			ʀɑ̃ʒɛ
4725	LEONARD	1_11_15	pho			ɑ̃je
4726	LEONARD	1_11_15	FAT	1161.222	1164.1	il ment .
4727	LEONARD	1_11_15	MOT	1164.1	1166.145	je sais qu' il me ment mais c'est pas grave .
4728	LEONARD	1_11_15	OBS	1166.145	1167.758	non non il répète il ment pas .
4729	LEONARD	1_11_15	OBS	1167.758	1170.355	ouh ouh t'es caché ?
4730	LEONARD	1_11_15	OBS	1170.355	1171.603	coucou !
4731	LEONARD	1_11_15	MOT	1171.603	1175.998	alors raconte+moi .
4732	LEONARD	1_11_15	MOT	1175.998	1176.94	raconte+moi cette cuisine .
4733	LEONARD	1_11_15	sit			L se colle contre les jambes de sa mère.
4734	LEONARD	1_11_15	MOT	1176.94	1183.665	oh là là t'es drôlement caché c'est bien xx .
